age,job,marital,education,default,housing,loan,contact,month,day,duration,campaign,pdays,previous,poutcome
30,technician,single,secondary,no,no,no,cellular,feb,2,465,2,-1,0,unknown
47,technician,married,secondary,no,yes,no,cellular,jul,10,330,1,-1,0,unknown
40,technician,married,secondary,no,yes,no,cellular,nov,20,153,2,183,2,failure
42,management,divorced,tertiary,no,no,no,unknown,may,19,131,2,-1,0,unknown
71,unknown,married,tertiary,no,no,no,cellular,jan,27,208,1,93,2,failure
54,blue-collar,married,secondary,no,yes,yes,cellular,aug,5,98,1,-1,0,unknown
53,entrepreneur,married,primary,no,yes,no,telephone,sep,10,230,3,-1,0,unknown
33,blue-collar,divorced,secondary,no,no,no,cellular,jul,22,400,2,-1,0,unknown
30,technician,single,tertiary,no,yes,no,cellular,apr,30,284,1,339,1,failure
39,services,divorced,secondary,no,yes,no,cellular,jul,17,243,1,-1,0,unknown
32,blue-collar,married,secondary,no,yes,no,cellular,may,15,16,9,309,1,failure
34,technician,single,secondary,no,no,no,cellular,aug,7,274,2,-1,0,unknown
39,self-employed,single,tertiary,no,no,no,cellular,jul,30,122,3,-1,0,unknown
75,retired,married,secondary,no,no,no,telephone,jul,15,219,2,-1,0,unknown
33,admin.,divorced,secondary,no,yes,yes,cellular,apr,16,301,3,-1,0,unknown
40,services,married,secondary,no,yes,no,cellular,nov,21,7,8,185,1,failure
37,technician,married,unknown,no,no,no,unknown,jun,19,374,3,-1,0,unknown
69,retired,married,primary,no,no,no,telephone,aug,12,26,1,-1,0,unknown
52,unemployed,married,primary,no,yes,no,telephone,jan,28,172,1,-1,0,unknown
31,admin.,divorced,secondary,no,no,no,cellular,may,15,332,1,297,2,other
28,technician,single,secondary,no,no,no,cellular,may,22,253,1,107,5,failure
29,management,single,tertiary,no,no,no,cellular,aug,16,200,2,159,3,other
46,services,married,secondary,no,no,no,cellular,nov,19,405,2,-1,0,unknown
28,blue-collar,married,secondary,no,yes,yes,unknown,may,27,132,2,-1,0,unknown
41,admin.,married,secondary,no,no,no,unknown,jun,20,89,1,-1,0,unknown
42,technician,divorced,secondary,no,no,yes,cellular,aug,5,86,1,-1,0,unknown
34,admin.,single,secondary,no,no,no,cellular,jul,7,147,4,-1,0,unknown
28,blue-collar,married,secondary,no,yes,no,unknown,jun,6,369,2,-1,0,unknown
43,management,single,secondary,no,yes,no,unknown,may,27,64,3,-1,0,unknown
32,technician,married,secondary,no,no,no,cellular,aug,26,98,14,-1,0,unknown
33,technician,single,tertiary,no,no,no,telephone,aug,29,66,2,-1,0,unknown
70,retired,married,secondary,no,no,no,cellular,apr,27,149,2,182,1,failure
36,services,married,secondary,no,yes,no,telephone,aug,26,240,3,107,4,failure
53,technician,married,secondary,no,no,no,cellular,aug,26,87,6,-1,0,unknown
30,blue-collar,single,secondary,no,no,no,cellular,nov,21,816,1,-1,0,unknown
45,services,divorced,secondary,no,no,no,unknown,jul,3,155,2,-1,0,unknown
31,services,single,secondary,no,yes,no,cellular,nov,20,106,2,183,2,failure
28,admin.,married,secondary,no,yes,no,cellular,jan,30,73,3,256,3,other
45,blue-collar,married,primary,no,no,no,unknown,may,23,574,5,-1,0,unknown
51,management,married,tertiary,no,yes,yes,unknown,jun,1,8,1,687,2,failure
53,management,married,primary,no,no,no,unknown,jun,20,14,3,-1,0,unknown
40,technician,married,secondary,no,yes,no,unknown,may,16,731,4,-1,0,unknown
53,blue-collar,married,primary,no,yes,no,cellular,apr,7,208,1,140,1,failure
31,blue-collar,divorced,secondary,no,yes,no,cellular,jan,29,821,1,-1,0,unknown
30,management,married,tertiary,no,no,no,cellular,aug,21,137,4,-1,0,unknown
53,entrepreneur,married,secondary,no,yes,no,unknown,may,9,101,3,-1,0,unknown
40,blue-collar,married,primary,no,yes,no,cellular,may,14,173,6,353,23,failure
26,management,single,secondary,no,yes,no,unknown,jun,6,582,11,-1,0,unknown
47,blue-collar,married,secondary,no,yes,no,cellular,jul,21,676,1,-1,0,unknown
51,management,married,tertiary,no,no,no,cellular,mar,16,384,1,182,5,failure
45,unemployed,married,primary,no,yes,yes,unknown,may,27,62,2,-1,0,unknown
35,management,married,tertiary,no,yes,no,cellular,jul,21,295,3,-1,0,unknown
36,management,single,tertiary,no,yes,no,unknown,may,23,241,2,-1,0,unknown
57,admin.,married,secondary,no,no,no,telephone,jul,8,132,7,-1,0,unknown
42,blue-collar,married,primary,no,yes,no,telephone,jul,31,175,2,-1,0,unknown
32,blue-collar,married,secondary,yes,yes,no,cellular,apr,16,648,1,272,1,other
30,management,married,tertiary,no,no,no,cellular,oct,29,251,2,-1,0,unknown
36,technician,married,secondary,no,no,no,cellular,aug,14,184,2,-1,0,unknown
43,technician,married,secondary,no,yes,no,cellular,oct,14,119,3,-1,0,unknown
69,retired,single,tertiary,no,no,no,cellular,jul,29,417,1,184,4,success
31,technician,single,tertiary,no,no,no,cellular,jun,15,95,1,-1,0,unknown
35,technician,married,secondary,no,no,no,cellular,jul,14,125,2,-1,0,unknown
26,entrepreneur,married,tertiary,no,yes,yes,cellular,may,6,207,1,363,2,failure
46,technician,married,secondary,no,no,yes,cellular,nov,21,162,5,-1,0,unknown
30,technician,married,secondary,no,yes,no,cellular,may,18,176,1,-1,0,unknown
33,management,single,tertiary,no,no,no,cellular,aug,22,107,6,-1,0,unknown
34,management,married,tertiary,no,yes,no,cellular,apr,17,28,1,345,1,failure
48,blue-collar,married,primary,no,yes,no,unknown,may,15,1231,2,-1,0,unknown
31,management,married,tertiary,no,no,no,cellular,aug,20,200,4,-1,0,unknown
46,management,divorced,tertiary,no,no,no,unknown,may,26,103,2,-1,0,unknown
40,services,married,secondary,no,no,no,unknown,jun,11,150,2,-1,0,unknown
39,entrepreneur,married,secondary,no,no,no,cellular,nov,21,108,7,-1,0,unknown
33,technician,single,secondary,no,yes,yes,cellular,feb,4,124,1,273,1,other
50,blue-collar,married,primary,no,yes,no,cellular,jan,29,309,2,224,1,other
84,retired,divorced,primary,no,no,no,telephone,may,18,353,3,-1,0,unknown
40,blue-collar,married,primary,no,yes,yes,telephone,jul,21,742,4,-1,0,unknown
55,management,married,tertiary,no,no,no,cellular,aug,4,200,1,-1,0,unknown
40,services,divorced,secondary,no,yes,no,unknown,may,30,177,1,-1,0,unknown
46,admin.,married,primary,no,no,no,telephone,feb,4,151,2,-1,0,unknown
43,self-employed,single,tertiary,no,no,no,unknown,jun,19,147,1,-1,0,unknown
34,blue-collar,married,secondary,no,yes,no,unknown,may,29,193,6,-1,0,unknown
35,technician,single,secondary,no,no,no,cellular,aug,22,112,2,-1,0,unknown
57,retired,married,unknown,no,yes,no,unknown,jun,19,108,1,-1,0,unknown
25,student,single,secondary,no,no,no,cellular,apr,22,107,2,-1,0,unknown
32,self-employed,married,tertiary,no,yes,no,unknown,jun,6,106,2,-1,0,unknown
52,retired,single,secondary,no,no,no,cellular,may,12,463,3,-1,0,unknown
31,self-employed,single,tertiary,yes,yes,no,cellular,nov,20,131,3,-1,0,unknown
34,management,married,tertiary,no,yes,no,cellular,apr,30,140,2,-1,0,unknown
42,technician,divorced,secondary,no,no,no,cellular,aug,19,163,4,-1,0,unknown
47,blue-collar,divorced,primary,no,yes,no,unknown,jun,3,2456,2,-1,0,unknown
50,self-employed,divorced,tertiary,no,yes,no,cellular,apr,20,76,1,-1,0,unknown
30,technician,married,secondary,no,yes,yes,cellular,jul,16,435,1,-1,0,unknown
33,services,single,secondary,no,yes,no,cellular,may,7,302,1,356,3,failure
56,technician,single,tertiary,no,no,no,unknown,jun,9,306,1,-1,0,unknown
34,admin.,divorced,secondary,no,yes,no,cellular,may,15,259,3,-1,0,unknown
33,technician,married,secondary,no,yes,yes,cellular,aug,8,502,2,-1,0,unknown
32,management,single,tertiary,no,yes,no,cellular,may,11,72,2,361,1,other
34,management,married,tertiary,no,yes,no,cellular,feb,4,265,1,-1,0,unknown
37,technician,married,secondary,no,yes,no,cellular,jul,31,413,2,-1,0,unknown
30,management,married,secondary,no,yes,no,cellular,may,12,756,3,-1,0,unknown
29,blue-collar,married,secondary,no,yes,yes,unknown,may,14,241,2,-1,0,unknown
56,unemployed,divorced,primary,no,no,no,telephone,feb,3,258,2,-1,0,unknown
31,management,married,tertiary,no,yes,no,cellular,jul,25,137,16,-1,0,unknown
59,unknown,married,unknown,no,no,no,unknown,jun,5,48,2,-1,0,unknown
36,housemaid,married,secondary,no,no,no,unknown,jun,12,283,1,-1,0,unknown
51,blue-collar,divorced,secondary,no,yes,no,unknown,may,30,247,2,-1,0,unknown
54,self-employed,divorced,primary,no,yes,no,telephone,may,18,193,4,-1,0,unknown
37,management,married,tertiary,no,no,no,cellular,mar,11,129,4,107,2,failure
32,technician,married,tertiary,no,no,no,cellular,aug,8,209,2,-1,0,unknown
42,self-employed,married,tertiary,no,no,no,unknown,jun,17,31,1,-1,0,unknown
29,blue-collar,married,secondary,no,no,no,cellular,jul,21,88,5,-1,0,unknown
52,blue-collar,married,primary,no,yes,no,cellular,may,12,22,5,-1,0,unknown
40,technician,married,secondary,no,no,no,unknown,may,20,234,5,-1,0,unknown
30,services,married,secondary,no,no,yes,unknown,jun,3,23,1,-1,0,unknown
55,entrepreneur,divorced,secondary,no,yes,no,cellular,aug,7,353,2,-1,0,unknown
49,management,married,tertiary,no,yes,no,unknown,may,6,221,2,-1,0,unknown
33,technician,married,tertiary,no,no,no,cellular,feb,25,196,1,87,4,failure
32,services,single,secondary,no,no,yes,cellular,nov,20,395,1,-1,0,unknown
21,student,single,secondary,no,no,no,cellular,aug,14,126,3,127,7,other
42,technician,married,secondary,no,yes,no,cellular,feb,3,13,5,-1,0,unknown
56,self-employed,married,secondary,no,no,yes,cellular,jul,9,170,1,-1,0,unknown
39,unknown,single,secondary,no,no,no,unknown,jun,5,20,1,-1,0,unknown
30,entrepreneur,single,secondary,no,no,no,cellular,jul,14,358,6,-1,0,unknown
55,retired,married,secondary,no,no,no,cellular,aug,28,159,1,-1,0,unknown
43,blue-collar,married,primary,no,yes,no,cellular,may,12,225,3,-1,0,unknown
53,unemployed,married,secondary,no,no,no,cellular,aug,10,493,1,181,14,success
57,retired,married,secondary,no,no,no,telephone,jan,11,585,1,192,2,success
39,self-employed,single,unknown,no,no,no,unknown,jun,20,13,11,-1,0,unknown
56,technician,divorced,tertiary,no,yes,no,telephone,nov,20,26,1,-1,0,unknown
29,services,single,unknown,no,no,no,unknown,jul,1,161,1,-1,0,unknown
38,blue-collar,married,primary,no,yes,yes,unknown,jun,12,122,1,-1,0,unknown
59,management,married,tertiary,no,no,no,cellular,nov,19,456,2,-1,0,unknown
42,technician,single,unknown,no,yes,no,unknown,jun,3,26,7,-1,0,unknown
46,blue-collar,married,primary,no,yes,no,unknown,may,12,51,9,-1,0,unknown
31,admin.,married,secondary,no,yes,no,cellular,jul,28,37,12,-1,0,unknown
35,services,divorced,secondary,no,yes,no,cellular,may,14,150,1,360,1,failure
50,self-employed,married,secondary,no,no,no,cellular,aug,13,104,10,-1,0,unknown
42,blue-collar,married,primary,no,yes,no,cellular,may,13,721,1,-1,0,unknown
36,services,single,secondary,no,no,no,unknown,jun,20,9,13,-1,0,unknown
25,admin.,single,tertiary,no,no,no,cellular,may,26,68,1,-1,0,unknown
42,management,single,tertiary,no,no,no,cellular,may,4,74,3,-1,0,unknown
27,student,single,tertiary,no,yes,no,cellular,sep,11,146,3,224,1,other
32,blue-collar,married,primary,no,yes,no,unknown,jun,2,777,4,-1,0,unknown
57,management,married,tertiary,no,yes,no,unknown,may,8,339,2,-1,0,unknown
48,blue-collar,married,secondary,no,yes,no,cellular,may,13,78,2,-1,0,unknown
34,blue-collar,divorced,secondary,no,yes,no,unknown,may,26,248,2,-1,0,unknown
33,services,married,secondary,no,yes,yes,unknown,may,20,201,1,-1,0,unknown
26,technician,single,secondary,no,yes,no,unknown,jun,20,18,9,-1,0,unknown
50,blue-collar,married,secondary,no,no,no,cellular,aug,26,83,4,-1,0,unknown
60,technician,single,tertiary,no,no,no,cellular,aug,8,233,2,-1,0,unknown
47,management,married,tertiary,no,yes,no,cellular,apr,17,174,2,-1,0,unknown
31,management,married,tertiary,no,no,no,cellular,nov,18,89,1,-1,0,unknown
52,technician,married,tertiary,no,no,no,cellular,aug,9,145,3,94,4,success
36,services,married,secondary,no,yes,no,unknown,jun,19,1017,1,-1,0,unknown
43,blue-collar,married,primary,no,yes,no,unknown,may,7,548,2,-1,0,unknown
30,technician,single,tertiary,no,yes,no,cellular,aug,11,213,4,-1,0,unknown
32,blue-collar,married,secondary,no,no,no,cellular,feb,5,210,1,-1,0,unknown
31,management,single,tertiary,no,yes,no,cellular,apr,17,224,3,74,4,failure
29,management,single,secondary,no,yes,no,unknown,jun,16,541,19,-1,0,unknown
48,services,divorced,secondary,no,no,yes,cellular,apr,9,104,1,-1,0,unknown
32,services,single,secondary,no,no,no,cellular,apr,15,171,1,-1,0,unknown
30,housemaid,single,tertiary,no,no,no,cellular,aug,7,387,2,-1,0,unknown
48,blue-collar,married,secondary,no,yes,no,cellular,may,15,830,1,352,2,failure
51,blue-collar,married,unknown,no,yes,no,unknown,may,5,57,1,-1,0,unknown
34,management,married,tertiary,no,no,no,cellular,apr,20,97,1,-1,0,unknown
35,blue-collar,married,secondary,no,yes,no,cellular,apr,17,474,2,-1,0,unknown
49,management,single,primary,no,no,no,telephone,jul,31,115,6,-1,0,unknown
36,unemployed,married,secondary,no,yes,yes,cellular,nov,20,153,1,183,1,failure
37,blue-collar,divorced,secondary,no,yes,no,cellular,nov,20,106,2,167,1,failure
37,management,married,tertiary,no,yes,no,unknown,may,29,645,2,-1,0,unknown
49,blue-collar,married,primary,no,no,no,unknown,jun,9,210,2,-1,0,unknown
44,services,divorced,secondary,no,yes,yes,unknown,may,13,97,1,-1,0,unknown
40,student,married,secondary,no,no,no,cellular,nov,19,52,1,152,6,failure
57,technician,married,secondary,no,yes,no,cellular,feb,2,223,1,76,4,failure
39,technician,married,secondary,no,yes,no,cellular,may,11,126,2,-1,0,unknown
38,services,married,secondary,no,no,yes,cellular,jul,16,1473,6,-1,0,unknown
51,blue-collar,divorced,secondary,no,yes,no,unknown,may,27,723,2,-1,0,unknown
27,blue-collar,single,secondary,no,no,no,cellular,apr,22,279,2,-1,0,unknown
38,blue-collar,single,tertiary,no,no,no,telephone,jul,17,293,20,-1,0,unknown
30,technician,single,secondary,no,yes,yes,cellular,may,5,670,2,286,6,failure
36,student,single,unknown,no,no,no,unknown,jun,18,359,2,-1,0,unknown
37,unemployed,married,secondary,no,no,no,cellular,sep,9,404,1,182,1,success
53,admin.,married,secondary,no,no,no,cellular,oct,14,317,6,192,1,success
38,unemployed,married,tertiary,no,yes,no,cellular,apr,30,830,1,-1,0,unknown
48,management,married,tertiary,no,no,yes,cellular,nov,19,37,1,-1,0,unknown
26,housemaid,married,secondary,no,yes,no,cellular,jul,11,191,1,-1,0,unknown
33,blue-collar,single,secondary,no,yes,no,unknown,may,16,767,2,-1,0,unknown
47,technician,married,unknown,no,yes,no,unknown,may,6,168,1,-1,0,unknown
45,management,divorced,tertiary,no,yes,no,unknown,jun,18,89,4,-1,0,unknown
32,blue-collar,divorced,secondary,no,yes,no,unknown,jun,2,746,2,-1,0,unknown
69,retired,married,unknown,no,no,no,telephone,mar,9,225,1,90,1,success
65,unknown,married,unknown,no,no,no,telephone,aug,6,256,1,-1,0,unknown
37,blue-collar,married,secondary,no,yes,no,unknown,may,6,219,2,-1,0,unknown
45,blue-collar,divorced,primary,no,yes,no,cellular,jul,21,211,2,-1,0,unknown
36,blue-collar,married,secondary,no,yes,no,unknown,may,8,177,2,-1,0,unknown
62,self-employed,divorced,tertiary,no,yes,no,cellular,oct,13,216,1,183,4,success
37,management,married,tertiary,no,no,yes,cellular,jul,25,106,2,-1,0,unknown
39,services,divorced,secondary,no,yes,no,cellular,jul,9,869,1,-1,0,unknown
38,technician,single,secondary,no,yes,no,cellular,may,18,1173,3,278,6,success
31,management,married,tertiary,no,yes,no,cellular,jul,15,58,2,-1,0,unknown
58,blue-collar,divorced,primary,no,yes,no,cellular,jul,31,124,10,-1,0,unknown
44,management,single,tertiary,no,yes,no,cellular,aug,8,201,2,-1,0,unknown
31,blue-collar,married,secondary,no,yes,no,unknown,may,16,688,1,-1,0,unknown
33,technician,single,secondary,no,no,no,cellular,feb,9,501,2,-1,0,unknown
36,technician,single,tertiary,no,no,no,cellular,apr,30,260,1,-1,0,unknown
31,technician,single,secondary,no,no,no,cellular,aug,4,139,1,-1,0,unknown
45,admin.,married,secondary,no,yes,no,unknown,jun,3,214,2,-1,0,unknown
30,technician,single,tertiary,no,no,no,cellular,apr,21,142,1,-1,0,unknown
34,blue-collar,married,secondary,no,yes,no,cellular,jul,18,154,2,-1,0,unknown
34,management,married,tertiary,no,yes,yes,cellular,nov,21,81,1,-1,0,unknown
39,admin.,divorced,secondary,no,yes,no,cellular,jul,30,69,6,-1,0,unknown
41,management,married,tertiary,no,no,no,cellular,aug,27,136,8,-1,0,unknown
32,services,single,secondary,no,yes,no,cellular,jul,31,99,13,-1,0,unknown
32,management,single,tertiary,no,no,no,cellular,nov,21,9,6,-1,0,unknown
36,blue-collar,married,primary,no,yes,no,unknown,jun,12,278,1,-1,0,unknown
35,admin.,married,tertiary,no,yes,no,cellular,feb,2,82,2,-1,0,unknown
32,management,single,tertiary,no,yes,no,cellular,sep,11,100,2,-1,0,unknown
33,management,single,tertiary,no,yes,no,cellular,nov,19,171,1,183,1,failure
49,entrepreneur,married,primary,no,no,no,unknown,jun,19,84,1,-1,0,unknown
35,management,married,tertiary,no,no,no,cellular,aug,8,433,2,-1,0,unknown
31,technician,married,secondary,no,no,yes,cellular,jul,15,624,6,-1,0,unknown
42,management,married,secondary,no,no,no,cellular,jul,23,698,2,-1,0,unknown
34,housemaid,married,primary,no,no,no,cellular,aug,14,518,2,-1,0,unknown
32,services,married,secondary,yes,yes,yes,cellular,jul,25,123,2,-1,0,unknown
29,management,single,tertiary,no,yes,no,unknown,may,28,317,1,-1,0,unknown
32,services,single,secondary,no,yes,no,cellular,apr,20,8,3,-1,0,unknown
50,housemaid,single,unknown,no,no,no,telephone,jul,28,118,8,-1,0,unknown
58,retired,married,secondary,no,no,yes,cellular,may,28,294,2,309,2,failure
59,technician,married,secondary,no,no,no,cellular,apr,30,815,1,87,1,other
25,student,married,tertiary,no,yes,no,cellular,jul,21,857,4,-1,0,unknown
57,services,married,secondary,no,yes,no,unknown,may,5,174,1,-1,0,unknown
30,blue-collar,single,secondary,no,yes,no,cellular,may,5,1130,4,-1,0,unknown
26,services,single,secondary,no,yes,no,cellular,may,7,13,5,-1,0,unknown
50,services,single,primary,no,yes,no,unknown,may,7,198,2,-1,0,unknown
39,services,married,secondary,no,yes,no,cellular,may,8,503,1,-1,0,unknown
45,blue-collar,married,primary,no,yes,no,cellular,jan,29,249,3,-1,0,unknown
37,management,divorced,tertiary,no,no,yes,cellular,aug,14,343,2,-1,0,unknown
47,blue-collar,divorced,primary,no,yes,no,cellular,feb,6,479,2,-1,0,unknown
50,technician,married,tertiary,no,yes,yes,cellular,feb,3,116,2,253,1,failure
40,management,married,secondary,no,no,no,cellular,feb,9,15,5,-1,0,unknown
35,blue-collar,married,primary,no,yes,no,unknown,may,16,427,3,-1,0,unknown
53,management,married,tertiary,no,no,no,cellular,aug,20,921,2,-1,0,unknown
35,admin.,married,secondary,no,yes,yes,cellular,jan,29,41,1,184,7,failure
54,technician,married,secondary,no,no,yes,cellular,aug,13,73,2,-1,0,unknown
35,admin.,single,secondary,no,yes,no,cellular,may,25,65,2,-1,0,unknown
31,housemaid,married,unknown,yes,no,yes,telephone,jul,7,94,2,-1,0,unknown
46,technician,divorced,secondary,no,yes,no,unknown,may,15,192,3,-1,0,unknown
52,management,married,secondary,no,no,no,cellular,oct,21,411,1,182,1,failure
34,admin.,divorced,secondary,no,no,no,cellular,jul,18,641,1,-1,0,unknown
46,services,divorced,secondary,no,yes,yes,cellular,jan,29,305,2,-1,0,unknown
54,self-employed,married,secondary,no,yes,no,cellular,apr,17,472,1,148,2,failure
37,admin.,married,tertiary,no,yes,no,cellular,jul,21,115,1,-1,0,unknown
39,admin.,married,tertiary,no,no,no,telephone,apr,23,141,1,-1,0,unknown
50,technician,married,tertiary,no,yes,yes,telephone,jul,31,24,14,-1,0,unknown
44,technician,divorced,secondary,no,no,no,cellular,jul,28,264,5,-1,0,unknown
